Time (s)	Position (m)
13.060000	0.053695
13.070000	0.053860
13.080000	0.054022
13.090000	0.054182
13.100000	0.054341
13.110000	0.054497
13.120000	0.054652
13.130000	0.054805
13.140000	0.054955
13.150000	0.055104
13.160000	0.055251
13.170000	0.055396
13.180000	0.055539
13.190000	0.055680
13.200000	0.055820
13.210000	0.055957
13.220000	0.056093
13.230000	0.056226
13.240000	0.056358
13.250000	0.056488
13.260000	0.056616
13.270000	0.056742
13.280000	0.056866
13.290000	0.056989
13.300000	0.057109
13.310000	0.057228
13.320000	0.057345
13.330000	0.057460
13.340000	0.057573
13.350000	0.057685
13.360000	0.057794
13.370000	0.057902
13.380000	0.058008
13.390000	0.058112
13.400000	0.058214
13.410000	0.058314
13.420000	0.058413
13.430000	0.058510
13.440000	0.058605
13.450000	0.058698
13.460000	0.058790
13.470000	0.058880
13.480000	0.058968
13.490000	0.059054
13.500000	0.059138
13.510000	0.059221
13.520000	0.059302
13.530000	0.059381
13.540000	0.059459
13.550000	0.059534
13.560000	0.059608
13.570000	0.059681
13.580000	0.059751
13.590000	0.059820
13.600000	0.059887
13.610000	0.059952
13.620000	0.060016
13.630000	0.060078
13.640000	0.060139
13.650000	0.060197
13.660000	0.060254
13.670000	0.060310
13.680000	0.060363
13.690000	0.060415
13.700000	0.060465
13.710000	0.060514
13.720000	0.060561
13.730000	0.060607
13.740000	0.060650
13.750000	0.060692
13.760000	0.060733
13.770000	0.060772
13.780000	0.060809
13.790000	0.060845
13.800000	0.060879
13.810000	0.060911
13.820000	0.060942
13.830000	0.060971
13.840000	0.060999
13.850000	0.061025
13.860000	0.061050
13.870000	0.061073
13.880000	0.061094
13.890000	0.061114
13.900000	0.061132
13.910000	0.061149
13.920000	0.061164
13.930000	0.061178
13.940000	0.061190
13.950000	0.061201
13.960000	0.061210
13.970000	0.061218
13.980000	0.061224
13.990000	0.061229
14.000000	0.061232
14.010000	0.061234
14.020000	0.061234
14.030000	0.061233
14.040000	0.061230
14.050000	0.061226
14.060000	0.061220
14.070000	0.061213
14.080000	0.061205
14.090000	0.061195
14.100000	0.061183
14.110000	0.061171
14.120000	0.061156
14.130000	0.061141
14.140000	0.061124
14.150000	0.061105
14.160000	0.061086
14.170000	0.061064
14.180000	0.061042
14.190000	0.061018
14.200000	0.060993
14.210000	0.060966
14.220000	0.060938
14.230000	0.060908
14.240000	0.060878
14.250000	0.060846
14.260000	0.060812
14.270000	0.060777
14.280000	0.060741
14.290000	0.060704
14.300000	0.060665
14.310000	0.060625
14.320000	0.060584
14.330000	0.060541
14.340000	0.060498
14.350000	0.060453
14.360000	0.060406
14.370000	0.060358
14.380000	0.060310
14.390000	0.060259
14.400000	0.060208
14.410000	0.060155
14.420000	0.060101
14.430000	0.060046
14.440000	0.059990
14.450000	0.059932
14.460000	0.059874
14.470000	0.059814
14.480000	0.059752
14.490000	0.059690
14.500000	0.059626
14.510000	0.059562
14.520000	0.059496
14.530000	0.059429
14.540000	0.059361
14.550000	0.059291
14.560000	0.059221
14.570000	0.059149
14.580000	0.059076
14.590000	0.059002
14.600000	0.058927
14.610000	0.058851
14.620000	0.058774
14.630000	0.058695
14.640000	0.058616
14.650000	0.058535
14.660000	0.058454
14.670000	0.058371
14.680000	0.058287
14.690000	0.058202
14.700000	0.058116
14.710000	0.058029
14.720000	0.057941
14.730000	0.057852
14.740000	0.057762
14.750000	0.057671
14.760000	0.057579
14.770000	0.057486
14.780000	0.057391
14.790000	0.057296
14.800000	0.057200
14.810000	0.057103
14.820000	0.057005
14.830000	0.056906
14.840000	0.056806
14.850000	0.056704
14.860000	0.056602
14.870000	0.056499
14.880000	0.056396
14.890000	0.056291
14.900000	0.056185
14.910000	0.056078
14.920000	0.055971
14.930000	0.055862
14.940000	0.055752
14.950000	0.055642
14.960000	0.055531
14.970000	0.055419
14.980000	0.055306
14.990000	0.055192
15.000000	0.055077
