Time (s)	Position (m)
13.220000	0.054876
13.230000	0.055008
13.240000	0.055138
13.250000	0.055267
13.260000	0.055394
13.270000	0.055519
13.280000	0.055642
13.290000	0.055763
13.300000	0.055883
13.310000	0.056000
13.320000	0.056116
13.330000	0.056230
13.340000	0.056342
13.350000	0.056453
13.360000	0.056562
13.370000	0.056668
13.380000	0.056773
13.390000	0.056877
13.400000	0.056978
13.410000	0.057078
13.420000	0.057176
13.430000	0.057272
13.440000	0.057366
13.450000	0.057459
13.460000	0.057550
13.470000	0.057639
13.480000	0.057727
13.490000	0.057812
13.500000	0.057896
13.510000	0.057979
13.520000	0.058059
13.530000	0.058138
13.540000	0.058215
13.550000	0.058290
13.560000	0.058364
13.570000	0.058436
13.580000	0.058506
13.590000	0.058575
13.600000	0.058642
13.610000	0.058707
13.620000	0.058771
13.630000	0.058833
13.640000	0.058893
13.650000	0.058952
13.660000	0.059009
13.670000	0.059064
13.680000	0.059118
13.690000	0.059170
13.700000	0.059220
13.710000	0.059269
13.720000	0.059316
13.730000	0.059362
13.740000	0.059406
13.750000	0.059448
13.760000	0.059489
13.770000	0.059528
13.780000	0.059566
13.790000	0.059602
13.800000	0.059636
13.810000	0.059669
13.820000	0.059700
13.830000	0.059730
13.840000	0.059758
13.850000	0.059785
13.860000	0.059810
13.870000	0.059834
13.880000	0.059856
13.890000	0.059876
13.900000	0.059895
13.910000	0.059913
13.920000	0.059929
13.930000	0.059943
13.940000	0.059956
13.950000	0.059967
13.960000	0.059977
13.970000	0.059986
13.980000	0.059993
13.990000	0.059999
14.000000	0.060003
14.010000	0.060005
14.020000	0.060007
14.030000	0.060006
14.040000	0.060005
14.050000	0.060002
14.060000	0.059997
14.070000	0.059991
14.080000	0.059984
14.090000	0.059975
14.100000	0.059965
14.110000	0.059953
14.120000	0.059940
14.130000	0.059926
14.140000	0.059910
14.150000	0.059893
14.160000	0.059874
14.170000	0.059855
14.180000	0.059833
14.190000	0.059811
14.200000	0.059787
14.210000	0.059762
14.220000	0.059735
14.230000	0.059707
14.240000	0.059678
14.250000	0.059647
14.260000	0.059616
14.270000	0.059582
14.280000	0.059548
14.290000	0.059512
14.300000	0.059475
14.310000	0.059437
14.320000	0.059397
14.330000	0.059356
14.340000	0.059314
14.350000	0.059271
14.360000	0.059226
14.370000	0.059180
14.380000	0.059133
14.390000	0.059085
14.400000	0.059035
14.410000	0.058985
14.420000	0.058933
14.430000	0.058880
14.440000	0.058825
14.450000	0.058770
14.460000	0.058713
14.470000	0.058655
14.480000	0.058596
14.490000	0.058535
14.500000	0.058474
14.510000	0.058411
14.520000	0.058348
14.530000	0.058283
14.540000	0.058217
14.550000	0.058149
14.560000	0.058081
14.570000	0.058012
14.580000	0.057941
14.590000	0.057869
14.600000	0.057797
14.610000	0.057723
14.620000	0.057648
14.630000	0.057572
14.640000	0.057495
14.650000	0.057417
14.660000	0.057337
14.670000	0.057257
14.680000	0.057176
14.690000	0.057093
14.700000	0.057010
14.710000	0.056925
14.720000	0.056840
14.730000	0.056753
14.740000	0.056666
14.750000	0.056577
14.760000	0.056488
14.770000	0.056397
14.780000	0.056306
14.790000	0.056213
14.800000	0.056119
14.810000	0.056025
14.820000	0.055930
14.830000	0.055833
14.840000	0.055736
14.850000	0.055637
14.860000	0.055538
14.870000	0.055438
14.880000	0.055337
14.890000	0.055235
14.900000	0.055132
14.910000	0.055028
14.920000	0.054923
14.930000	0.054818
14.940000	0.054711
14.950000	0.054603
14.960000	0.054495
14.970000	0.054386
14.980000	0.054276
14.990000	0.054165
15.000000	0.054053
